migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
QAT,KOR,2018.0,1,7,-6
TWN,BEL,2004.0,3,1,2
TTO,BRB,2009.0,1,3,-2
QAT,LBN,2020.0,1,3,-2
KOR,TUN,2017.0,2,1,1
BEL,RUS,2021.0,4,16,-12
ECU,CRI,2018.0,1,2,-1
IDN,FIN,2022.0,3,2,1
CZE,NOR,2010.0,3,4,-1
BGR,FIN,2014.0,1,2,-1
EST,NOR,2018.0,2,2,0
GHA,NZL,2022.0,1,2,-1
IND,LBR,2021.0,3,1,2
KAZ,ISR,2019.0,4,2,2
DZA,PRT,2020.0,2,6,-4
CHE,JOR,2021.0,1,1,0
BEL,MYS,2018.0,1,5,-4
GBR,NIC,2022.0,2,1,1
PHL,HKG,2020.0,4,4,0
NGA,FRA,2022.0,6,6,0
PRT,ISR,2011.0,1,4,-3
COL,PRT,2023.0,4,1,3
LUX,PRT,2020.0,2,2,0
ESP,URY,2005.0,1,8,-7
CRI,PAN,2020.0,2,2,0
ARE,ESP,2020.0,5,5,0
HUN,POL,2020.0,4,7,-3
CAN,EST,2020.0,3,2,1
CHE,PSE,2022.0,2,1,1
FIN,COL,2022.0,1,1,0
ESP,HRV,2020.0,5,5,0
COG,ZAF,2022.0,3,2,1
RUS,IRN,2006.0,8,2,6
ARE,ISR,2022.0,1,1,0
AUT,GRC,2010.0,6,4,2
MYS,SDN,2022.0,9,2,7
SEN,BFA,2022.0,1,3,-2
PAK,TWN,2023.0,7,6,1
SVK,USA,2022.0,5,5,0
ARG,TUR,2019.0,2,3,-1
NGA,COD,2020.0,2,1,1
NZL,SVK,2018.0,2,1,1
ESP,BGD,2018.0,1,1,0
USA,BLZ,2007.0,1,1,0
ARG,NLD,2002.0,9,3,6
ESP,BGR,2019.0,1,3,-2
USA,ZWE,2022.0,5,8,-3
SDN,FRA,2001.0,3,1,2
VNM,PHL,2004.0,1,1,0
JOR,GBR,2014.0,8,38,-30
TZA,GBR,1999.0,11,5,6
BGD,CAN,2003.0,6,1,5
GUY,FRA,2000.0,3,1,2
BRA,COL,2000.0,7,3,4
BGR,CAN,2018.0,2,2,0
THA,BGD,2004.0,2,1,1
ZMB,BWA,2003.0,1,1,0
TUN,JPN,2012.0,3,1,2
GBR,BHR,2002.0,2,2,0
ISL,DNK,2018.0,2,9,-7
IDN,IND,2007.0,5,5,0
IND,GEO,2021.0,1,3,-2
GRC,SGP,2016.0,4,1,3
MYS,BGD,2000.0,3,5,-2
IDN,FRA,2011.0,2,10,-8
ARE,LBN,2010.0,2,2,0
FIN,HUN,2010.0,1,3,-2
BEL,SVK,2000.0,2,3,-1
CRI,BRA,2016.0,2,5,-3
IRN,CHN,2007.0,2,3,-1
IRQ,RUS,2012.0,1,2,-1
USA,SYR,2002.0,7,4,3
ITA,CHL,2000.0,2,1,1
IRL,POL,2011.0,3,4,-1
ITA,IRN,2004.0,5,2,3
ITA,EST,2011.0,2,1,1
RUS,EGY,2004.0,3,1,2
SVK,BEL,2006.0,5,4,1
GBR,MUS,1997.0,1,2,-1
GBR,RWA,2016.0,6,1,5
NER,DEU,2004.0,1,1,0
IND,CHL,2004.0,2,4,-2
CMR,GHA,2017.0,2,1,1
BGR,NOR,2002.0,1,1,0
DNK,TUR,2007.0,2,2,0
JAM,BRB,2007.0,1,2,-1
SDN,OMN,2014.0,3,2,1
ZAF,SGP,2019.0,2,8,-6
NGA,NLD,2022.0,2,5,-3
CAN,PHL,2018.0,5,5,0
CAN,ISL,2021.0,4,1,3
PAK,JOR,2023.0,2,1,1
RWA,ZAF,2009.0,2,2,0
ARE,CHE,2010.0,1,1,0
ARE,TUR,2023.0,4,7,-3
IRN,GBR,1997.0,8,14,-6
ISR,KOR,2006.0,1,3,-2
NZL,CHE,2008.0,6,6,0
BEL,MAR,2002.0,2,9,-7
KOR,NOR,2014.0,3,1,2
CHE,PRT,1997.0,3,1,2
ECU,VEN,2011.0,1,1,0
ITA,COG,2010.0,3,3,0
JPN,DNK,2012.0,11,4,7
TUR,GRC,2010.0,1,4,-3
FRA,KEN,2009.0,2,1,1
MAR,KWT,2019.0,1,1,0
KEN,TZA,2009.0,2,1,1
MEX,HND,2018.0,2,1,1
SVK,CAN,1997.0,1,3,-2
ECU,MEX,2007.0,2,2,0
JPN,ARG,2018.0,3,2,1
AUS,SRB,2009.0,2,3,-1
ARM,FRA,2020.0,1,1,0
USA,BOL,2012.0,2,7,-5
ZAF,QAT,2021.0,3,2,1
FIN,BEL,2016.0,5,7,-2
CAN,NGA,2015.0,5,16,-11
AUS,ZMB,2020.0,2,3,-1
CHL,IND,2016.0,3,7,-4
SAU,THA,2018.0,2,1,1
LBN,NLD,2015.0,3,1,2
LTU,ITA,2011.0,2,6,-4
TUR,SRB,2012.0,2,6,-4
BEL,CYP,2016.0,2,1,1
ZAF,NOR,2018.0,5,1,4
AUT,LIE,2022.0,4,1,3
PHL,SWE,2017.0,3,1,2
AUT,ETH,2017.0,1,2,-1
UKR,TUR,2019.0,2,2,0
GMB,NGA,2022.0,3,2,1
SEN,BEN,2012.0,2,1,1
ROU,SWE,2018.0,2,2,0
ETH,ITA,2016.0,3,6,-3
FJI,IND,2021.0,2,3,-1
JPN,NZL,2012.0,9,12,-3
SDN,SWE,2015.0,1,1,0
MAR,TUN,2015.0,2,1,1
SGP,MEX,2022.0,1,2,-1
GRD,CHE,2015.0,1,1,0
MNG,USA,2015.0,4,4,0
RUS,TWN,2015.0,1,2,-1
BEL,KEN,2017.0,4,4,0
EGY,LBN,2017.0,3,6,-3
IND,CHL,2015.0,5,2,3
CHL,IND,2018.0,2,12,-10
ZAF,IRN,2015.0,5,8,-3
HUN,BGR,2017.0,1,1,0
BEL,MEX,2023.0,3,5,-2
AUT,VNM,2017.0,5,3,2
ESP,EST,2020.0,6,3,3
RUS,TUV,2017.0,1,1,0
HKG,FIN,2018.0,3,1,2
ARM,CHE,2020.0,1,1,0
AUS,UGA,2014.0,1,2,-1
SWE,LBN,2022.0,1,4,-3
ARG,JPN,2001.0,4,3,1
AUS,BRN,2017.0,2,2,0
MYS,BHR,2020.0,9,1,8
CAN,KAZ,2022.0,2,3,-1
THA,ETH,2013.0,1,3,-2
DNK,GRC,2019.0,8,11,-3
USA,PNG,2020.0,4,5,-1
HKG,ARE,2012.0,1,1,0
HKG,BGD,2015.0,3,1,2
BGR,RUS,2007.0,3,7,-4
HKG,KAZ,2018.0,1,1,0
UZB,AUT,2020.0,2,1,1
RWA,TZA,2022.0,1,2,-1
TJK,DEU,2022.0,1,1,0
CZE,SVN,2012.0,2,3,-1
ISR,HKG,2010.0,1,1,0
NOR,CZE,2012.0,1,2,-1
BLR,FRA,2021.0,2,3,-1
BEL,UGA,2010.0,2,1,1
MYS,IRL,2013.0,5,10,-5
VNM,POL,2023.0,4,2,2
BGD,BRN,2018.0,3,3,0
BEL,AUS,2024.0,1,1,0
ARE,NOR,2021.0,3,3,0
ISL,DNK,2022.0,3,6,-3
HRV,FRA,2020.0,4,4,0
ALB,USA,2020.0,3,3,0
PAK,HKG,2014.0,2,1,1
GEO,NLD,2021.0,2,1,1
DEU,NAM,2020.0,2,4,-2
MNG,JPN,2022.0,6,13,-7
VNM,NOR,2022.0,3,4,-1
CHE,CMR,2019.0,3,3,0
SWE,ETH,2022.0,3,5,-2
OMN,SDN,2020.0,1,1,0
JPN,ETH,2022.0,3,3,0
BTN,USA,2019.0,1,1,0
CAN,PRT,2002.0,7,9,-2
ZAF,BWA,1997.0,1,3,-2
BHR,USA,2007.0,3,2,1
MAC,HKG,2003.0,2,2,0
CHL,RUS,2002.0,2,1,1
JOR,IRQ,2006.0,1,3,-2
AUS,MYS,1998.0,6,5,1
CUB,AUS,2007.0,1,1,0
NLD,NZL,2008.0,9,19,-10
ETH,GBR,2002.0,5,3,2
AUS,BGD,2001.0,1,1,0
USA,SLV,2001.0,1,1,0
THA,CAN,2000.0,5,5,0
JPN,GHA,2003.0,1,3,-2
ZAF,BRA,2000.0,1,1,0
QAT,USA,2006.0,3,9,-6
PRY,BRA,2012.0,1,2,-1
CZE,TUR,2011.0,1,1,0
ITA,EGY,2005.0,2,2,0
CZE,RUS,2015.0,5,12,-7
GBR,YEM,2011.0,2,1,1
NZL,IRL,2002.0,2,6,-4
COG,BEL,2014.0,6,9,-3
CZE,FIN,2019.0,6,7,-1
MYS,ARE,2024.0,2,1,1
SWE,ETH,2016.0,4,2,2
IRN,PAK,2016.0,2,3,-1
UGA,DNK,2014.0,1,2,-1
ESP,SRB,2014.0,1,3,-2
MWI,JPN,2018.0,1,2,-1
TWN,MEX,2018.0,1,2,-1
SWE,BGR,2010.0,1,2,-1
GBR,KAZ,2015.0,6,6,0
MKD,SRB,2015.0,5,4,1
SWE,EGY,2018.0,6,11,-5
VEN,DEU,2011.0,7,2,5
COL,PAN,2019.0,3,2,1
DEU,ETH,2014.0,9,11,-2
ZAF,NOR,2016.0,4,8,-4
MKD,AUT,2017.0,2,2,0
SGP,NOR,2010.0,1,4,-3
ZAF,GHA,2015.0,8,6,2
SVK,FIN,2015.0,1,2,-1
FIN,SVK,2016.0,1,1,0
IRL,LUX,2020.0,1,2,-1
ITA,BFA,2012.0,3,2,1
CHN,IRQ,2014.0,3,2,1
BRA,DNK,2013.0,5,7,-2
ETH,AUS,2014.0,4,1,3
PER,CZE,2021.0,1,1,0
RUS,SAU,2018.0,3,2,1
SWE,ISR,2020.0,7,6,1
BIH,USA,2010.0,3,6,-3
SVK,GRC,2015.0,1,1,0
CIV,USA,2023.0,3,1,2
NCL,ESP,2015.0,1,1,0
GBR,LTU,2019.0,7,6,1
JPN,ETH,2016.0,4,5,-1
VNM,CHN,2015.0,4,23,-19
ZAF,ESP,2018.0,6,11,-5
LIE,DEU,2021.0,3,8,-5
GBR,BWA,2017.0,4,4,0
EGY,IND,2017.0,2,2,0
VNM,SGP,2020.0,5,20,-15
ETH,TUR,2022.0,2,4,-2
GBR,VEN,2016.0,4,2,2
CAN,UGA,2010.0,1,1,0
PHL,BEL,2012.0,5,2,3
IRQ,ARE,2023.0,1,2,-1
USA,KHM,2022.0,6,6,0
DNK,LTU,2022.0,3,4,-1
QAT,CHN,2020.0,3,3,0
CHL,TWN,2022.0,1,1,0
IND,GHA,2022.0,4,3,1
RUS,ARE,2021.0,2,1,1
CHE,CMR,2021.0,2,3,-1
HUN,NZL,2005.0,1,2,-1
POL,HUN,2004.0,1,2,-1
JAM,TTO,2013.0,6,8,-2
PRT,TUR,2021.0,1,6,-5
MAR,ESP,2010.0,8,11,-3
TUR,AUT,2007.0,2,6,-4
DEU,SYR,2004.0,3,3,0
TGO,FRA,2008.0,2,2,0
MEX,ARG,2008.0,9,11,-2
TZA,PAK,2015.0,1,1,0
UZB,ITA,2013.0,1,1,0
KEN,TZA,2011.0,1,2,-1
TUR,ZAF,2013.0,4,3,1
DEU,ARE,2013.0,10,1,9
ARE,HUN,2018.0,2,2,0
USA,FRO,2011.0,1,1,0
RUS,KGZ,2009.0,3,3,0
CHE,LTU,2008.0,2,2,0
TZA,NOR,2012.0,6,3,3
BEN,JPN,2009.0,2,1,1
SEN,GIN,2014.0,3,1,2
FRA,GUY,2018.0,1,1,0
GRC,SAU,2018.0,5,5,0
MEX,POL,2012.0,3,2,1
SRB,AUS,2009.0,3,2,1
ROU,ISR,2011.0,1,2,-1
SWZ,CHE,1998.0,1,1,0
EGY,PRT,2017.0,2,3,-1
CZE,MNG,2021.0,1,2,-1
ZAF,EST,2018.0,1,1,0
SVK,AUT,2017.0,4,12,-8
GBR,NPL,2016.0,7,4,3
SEN,BFA,2016.0,4,1,3
SAU,VNM,2019.0,1,1,0
QAT,TUR,2022.0,3,5,-2
ETH,CAN,2019.0,4,3,1
TTO,NGA,2019.0,1,1,0
HKG,TWN,2008.0,10,15,-5
CHE,VNM,2023.0,2,1,1
GTM,COL,2010.0,1,1,0
ETH,ESP,2014.0,2,4,-2
DZA,TUR,2022.0,2,4,-2
DNK,MYS,2015.0,5,4,1
ETH,NGA,2021.0,3,3,0
KOR,RWA,2019.0,1,1,0
UKR,ISR,2020.0,3,4,-1
SGP,MEX,2017.0,3,2,1
SVN,NLD,2002.0,2,2,0
USA,BIH,2014.0,1,3,-2
DEU,LAO,2020.0,1,1,0
SLE,AUS,2020.0,1,2,-1
CAN,BWA,2018.0,3,2,1
MNG,RUS,2017.0,1,2,-1
PRT,PER,2016.0,3,2,1
IRN,CZE,2006.0,1,1,0
SAU,THA,2017.0,3,3,0
PRT,AUS,2019.0,8,6,2
SAU,SGP,2015.0,2,13,-11
BEL,TWN,2013.0,5,1,4
NPL,GHA,2020.0,1,1,0
SYR,USA,2004.0,2,5,-3
PAK,RUS,2021.0,3,2,1
THA,PAK,2023.0,7,8,-1
MEX,CRI,2009.0,1,3,-2
PAK,SWE,2013.0,5,12,-7
KOR,PRK,2018.0,2,1,1
PAN,ESP,2006.0,1,1,0
DNK,RUS,2011.0,2,5,-3
TUR,MYS,2018.0,2,10,-8
BFA,GBR,2010.0,1,1,0
LBN,RUS,2017.0,1,1,0
ETH,NOR,2019.0,3,19,-16
BHR,SAU,2016.0,3,5,-2
PAK,BRA,2022.0,5,6,-1
USA,FJI,2012.0,2,1,1
DNK,GHA,2020.0,3,1,2
RWA,ZWE,2013.0,3,1,2
COD,USA,2018.0,2,4,-2
ZAF,ROU,2015.0,1,1,0
GRC,AUT,2009.0,5,5,0
SVK,BLR,2001.0,1,1,0
LKA,AUS,2004.0,3,5,-2
HUN,ARE,2014.0,1,1,0
BEN,SEN,2016.0,3,1,2
IND,IDN,2000.0,3,4,-1
ZAF,ETH,2010.0,1,1,0
SWE,KEN,2009.0,3,1,2
PRY,USA,2002.0,1,1,0
ZAF,RUS,1999.0,3,7,-4
EST,LTU,2003.0,3,1,2
NER,FRA,2017.0,2,3,-1
TUN,CAN,2003.0,2,6,-4
IND,ERI,2012.0,1,1,0
CRI,ESP,1999.0,3,1,2
IND,MEX,2002.0,3,3,0
BEL,NIC,2007.0,2,1,1
LKA,SWE,1997.0,1,1,0
SWE,ARG,2000.0,3,4,-1
TUR,BGR,2001.0,1,2,-1
MUS,CAN,2013.0,1,1,0
JPN,KEN,2003.0,5,3,2
FRA,VNM,2000.0,5,5,0
LVA,FRA,2005.0,1,2,-1
AUS,ZWE,2003.0,1,1,0
JPN,PAK,2004.0,5,5,0
FRA,NER,2019.0,2,5,-3
CMR,USA,1999.0,3,2,1
MAR,ESP,2000.0,3,4,-1
FRA,IDN,2003.0,9,5,4
CAN,TUR,1998.0,9,2,7
LTU,DNK,2016.0,4,5,-1
NGA,AUS,1999.0,3,2,1
CHE,EGY,1998.0,2,1,1
MYS,OMN,2007.0,1,1,0
BEL,HRV,2011.0,1,3,-2
MDA,USA,2007.0,1,1,0
KHM,FRA,2010.0,3,1,2
ZAF,SWE,1999.0,1,1,0
NLD,UGA,2012.0,4,3,1
TUR,AUS,1997.0,1,2,-1
IRL,SWE,2004.0,2,5,-3
GHA,JPN,2001.0,1,9,-8
BEL,VNM,2000.0,2,2,0
FIN,UKR,1999.0,2,4,-2
BRA,SRB,2019.0,1,2,-1
QAT,ZAF,2022.0,2,3,-1
BEL,CIV,2015.0,3,1,2
AUS,ZWE,2013.0,1,2,-1
PHL,NLD,2011.0,2,2,0
SVN,PRT,2011.0,1,1,0
SWZ,USA,2010.0,2,1,1
USA,SWZ,2018.0,5,4,1
CZE,CAN,2023.0,6,6,0
ZAF,BEL,2010.0,3,4,-1
CHN,PHL,2013.0,2,2,0
SWE,CZE,2016.0,9,12,-3
SWE,SVN,2017.0,2,4,-2
TUR,ALB,2011.0,1,2,-1
MOZ,USA,2010.0,1,4,-3
NZL,AUT,2009.0,2,2,0
PER,FRA,2010.0,5,6,-1
NGA,CMR,2006.0,3,2,1
PER,NIC,2013.0,1,1,0
USA,ATG,2017.0,1,4,-3
SRB,JPN,2020.0,1,1,0
LVA,DEU,2017.0,6,3,3
MYS,ESP,2017.0,4,2,2
AUS,NCL,2012.0,2,1,1
JOR,IND,2001.0,2,1,1
MYS,PAK,2003.0,2,1,1
SAU,CZE,2015.0,2,1,1
NGA,KWT,2006.0,1,2,-1
BEL,COL,2013.0,3,8,-5
EST,CHE,2006.0,1,2,-1
MEX,JPN,2011.0,2,3,-1
KEN,POL,2009.0,2,1,1
NZL,NPL,2019.0,1,2,-1
LKA,SGP,2010.0,2,1,1
GEO,CZE,2010.0,1,1,0
COG,ZWE,2009.0,2,3,-1
DEU,HKG,2009.0,4,12,-8
CHN,SLE,2010.0,1,2,-1
LTU,ESP,2016.0,1,1,0
CHE,SAU,2016.0,1,3,-2
CHN,PRT,2008.0,4,7,-3
CHE,EGY,2020.0,4,3,1
MYS,NOR,2008.0,1,4,-3
HKG,DEU,1998.0,3,4,-1
IND,HUN,2013.0,1,2,-1
USA,GMB,2003.0,3,1,2
GBR,BRB,1998.0,2,2,0
CHN,ARE,2013.0,1,2,-1
ZAF,IND,1999.0,4,11,-7
MYS,PHL,2009.0,1,2,-1
USA,BEN,2023.0,2,2,0
PAK,BGD,2006.0,1,4,-3
GRC,TUN,2014.0,1,1,0
SWE,LUX,2006.0,1,1,0
IRQ,SYR,2022.0,1,1,0
BWA,ETH,2020.0,1,1,0
RUS,MDA,2021.0,1,1,0
NGA,CMR,2023.0,1,2,-1
EST,UKR,2022.0,3,1,2
UGA,NGA,2023.0,7,8,-1
CHL,VEN,2018.0,1,21,-20
TZA,ETH,2017.0,1,1,0
MDA,DEU,2022.0,3,4,-1
SWE,BLR,2003.0,1,1,0
ISR,SRB,2003.0,1,1,0
PAK,TZA,2017.0,1,2,-1
SRB,NZL,2005.0,1,1,0
FIN,UKR,1998.0,2,2,0
BGR,ESP,2009.0,2,4,-2
CHE,NZL,2001.0,4,5,-1
JPN,MEX,1999.0,4,3,1
DEU,OMN,2013.0,2,2,0
LBN,CAN,1997.0,1,4,-3
CHE,MEX,1998.0,1,3,-2
CYP,ARE,2023.0,1,1,0
PER,FRA,2000.0,2,3,-1
SVN,USA,1997.0,2,10,-8
JPN,MNG,2003.0,6,1,5
SWZ,ZAF,2009.0,4,2,2
DEU,BLR,2003.0,6,19,-13
FRA,BLR,2013.0,1,1,0
AUS,CZE,2012.0,2,2,0
ETH,USA,2000.0,8,4,4
BRA,RUS,2012.0,2,5,-3
HUN,ARE,2008.0,3,1,2
IRN,CAN,1997.0,7,7,0
BIH,USA,2006.0,4,5,-1
DNK,HUN,1998.0,2,2,0
ESP,AUS,1999.0,5,7,-2
CHL,POL,2010.0,3,1,2
DNK,ISR,2005.0,2,2,0
PER,COL,2002.0,2,1,1
MEX,CHL,2001.0,5,2,3
AUS,MEX,2000.0,2,2,0
DNK,ZAF,2010.0,1,2,-1
ZAF,ISR,1998.0,3,1,2
BGR,GRC,2004.0,1,1,0
ROU,MDA,2018.0,2,5,-3
EST,GBR,2011.0,3,9,-6
POL,ZAF,2013.0,1,2,-1
IND,ZAF,1998.0,1,3,-2
MYS,HRV,2014.0,1,1,0
COG,ESP,2017.0,1,1,0
BRA,KOR,2017.0,1,7,-6
GBR,NAM,2015.0,1,2,-1
TWN,NLD,2015.0,6,4,2
BOL,USA,2017.0,3,1,2
ISR,SGP,2017.0,4,4,0
GTM,ESP,2009.0,1,3,-2
BRA,IRN,2015.0,2,12,-10
CAF,FRA,2011.0,2,4,-2
LTU,BEL,2016.0,2,4,-2
BEL,MYS,2016.0,4,2,2
SDN,SSD,2016.0,1,2,-1
HUN,SRB,2017.0,3,7,-4
CHE,ETH,2013.0,2,2,0
ETH,CHE,2014.0,2,2,0
UGA,CHN,2016.0,1,1,0
UGA,CHN,2022.0,3,3,0
MYS,VNM,2013.0,2,1,1
SEN,GIN,2015.0,1,7,-6
THA,KHM,2010.0,2,1,1
ZMB,CHE,2013.0,1,1,0
IRQ,AUS,2010.0,2,2,0
VNM,PHL,2014.0,2,1,1
SWE,IDN,2015.0,2,2,0
ECU,CAN,2006.0,4,2,2
DEU,MNG,2020.0,2,2,0
RUS,DNK,2016.0,3,5,-2
ITA,SRB,1997.0,4,5,-1
BEL,NPL,2018.0,1,3,-2
CHE,LTU,2014.0,4,1,3
SVN,RUS,2019.0,2,2,0
GBR,LCA,2020.0,1,1,0
SRB,ROU,2013.0,5,2,3
IND,MEX,2012.0,6,3,3
KOR,UKR,2003.0,1,4,-3
RUS,ZAF,2002.0,2,10,-8
ARE,PAK,2013.0,1,7,-6
EGY,PSE,2006.0,3,1,2
FRA,URY,2007.0,3,3,0
BEL,GIN,2021.0,1,2,-1
HUN,SRB,2016.0,6,8,-2
KEN,ZMB,2002.0,2,1,1
KEN,MWI,2014.0,1,1,0
NLD,BFA,2013.0,1,2,-1
BEL,IRN,2005.0,2,1,1
IND,MKD,2019.0,1,1,0
KAZ,RUS,2001.0,11,8,3
DNK,LTU,2017.0,1,2,-1
BFA,BEN,2018.0,2,1,1
HRV,GBR,2008.0,4,1,3
PAK,FRA,2006.0,2,4,-2
CRI,AUT,2020.0,1,1,0
FIN,BGR,2016.0,1,1,0
COD,LAO,2016.0,2,2,0
ARE,POL,2021.0,3,1,2
BGR,IRL,2022.0,2,1,1
PRY,JPN,2017.0,1,1,0
EST,UKR,2016.0,2,2,0
BEL,KEN,2018.0,7,5,2
CZE,EGY,2017.0,1,5,-4
CMR,IND,2019.0,2,5,-3
ZAF,MWI,2018.0,6,7,-1
VEN,SWE,2017.0,1,3,-2
SDN,USA,2016.0,5,3,2
KEN,ITA,2022.0,4,3,1
IRN,UKR,2023.0,1,1,0
MAR,DEU,1998.0,1,1,0
EGY,DEU,2024.0,1,1,0
DZA,EGY,2021.0,1,4,-3
SVN,CAN,2014.0,1,2,-1
OMN,IND,2005.0,5,9,-4
AUS,NAM,2018.0,1,1,0
BEL,SGP,2013.0,3,3,0
EGY,QAT,2007.0,7,6,1
EGY,AUS,2001.0,2,1,1
IRL,ZAF,1997.0,1,1,0
MEX,CHN,2000.0,2,5,-3
IND,TUR,2003.0,2,1,1
KWT,CAN,1997.0,3,1,2
NOR,BGD,2019.0,1,2,-1
BGD,NOR,2020.0,2,1,1
ZAF,NZL,2007.0,3,2,1
ZMB,BEL,2007.0,1,2,-1
IND,YEM,2014.0,3,1,2
JOR,AUS,2021.0,7,11,-4
UGA,NLD,2012.0,3,4,-1
SWE,COL,2007.0,1,2,-1
ESP,TUN,2007.0,2,2,0
BHR,GBR,2019.0,4,7,-3
ITA,VNM,2009.0,1,3,-2
BRA,FIN,2014.0,2,8,-6
GRC,FIN,2017.0,2,3,-1
BLR,GBR,2018.0,2,1,1
TUR,ISR,2016.0,1,2,-1
ITA,THA,2013.0,4,2,2
AUS,LUX,2023.0,1,1,0
CHE,SRB,2012.0,2,4,-2
NZL,EGY,2019.0,1,2,-1
EGY,NZL,2022.0,2,1,1
ARE,CHN,2016.0,5,7,-2
KEN,RWA,2016.0,2,1,1
MEX,CHN,2023.0,6,1,5
ARM,ITA,2012.0,1,2,-1
NLD,ZMB,2019.0,2,2,0
AUS,SLB,2013.0,3,2,1
NOR,CHL,2014.0,1,1,0
MUS,USA,2009.0,1,2,-1
GBR,BRN,2005.0,1,1,0
PRT,MEX,2020.0,3,7,-4
BEL,SEN,2012.0,1,3,-2
USA,SLV,2015.0,1,2,-1
ISR,TUR,2010.0,1,4,-3
PRT,CUB,2007.0,2,4,-2
POL,GRC,2000.0,1,1,0
GRC,LUX,2013.0,2,1,1
OMN,CAN,1997.0,2,2,0
ZAF,CIV,2003.0,3,2,1
BEL,FIN,1998.0,1,7,-6
DEU,NPL,2005.0,1,1,0
DZA,TUN,2009.0,2,5,-3
FRA,GIN,2013.0,5,2,3
MUS,GBR,2018.0,1,3,-2
FJI,NZL,2015.0,2,2,0
ESP,SVN,2004.0,2,2,0
LBN,GBR,2000.0,2,2,0
GBR,BEN,2008.0,1,1,0
JPN,KAZ,2008.0,1,1,0
ESP,HRV,2007.0,2,1,1
USA,LVA,2011.0,4,5,-1
NOR,AUT,2010.0,6,5,1
GIB,GBR,2009.0,1,1,0
GIB,GBR,2019.0,1,2,-1
CAN,PRT,2005.0,3,5,-2
FRA,VNM,2024.0,1,1,0
BEL,TUN,2004.0,2,3,-1
UKR,JPN,2020.0,3,2,1
KWT,SWE,2006.0,1,1,0
GBR,SYR,2014.0,3,3,0
NZL,IND,2005.0,2,5,-3
CHE,POL,2005.0,5,16,-11
MNG,USA,2004.0,1,1,0
FRA,EST,2001.0,1,1,0
GBR,LBY,2004.0,3,2,1
SWE,KHM,2010.0,1,1,0
CZE,SWE,2005.0,1,9,-8
JPN,KHM,2007.0,3,1,2
COG,USA,2016.0,6,4,2
SWE,COL,2020.0,2,5,-3
COL,SWE,2021.0,7,5,2
BEL,CIV,2001.0,2,1,1
ARG,AUT,2001.0,3,1,2
CAN,BHR,2006.0,2,2,0
LTU,CAN,2002.0,2,1,1
HRV,NOR,2010.0,2,2,0
MAR,GBR,2000.0,4,2,2
PRT,ROU,2017.0,2,8,-6
THA,IND,1997.0,2,2,0
ZAF,MYS,2014.0,2,5,-3
JPN,UKR,2006.0,3,4,-1
GBR,FLK,2015.0,2,1,1
SGP,NOR,2006.0,3,1,2
KOR,DEU,1997.0,2,18,-16
JPN,CHL,2012.0,4,4,0
JAM,CAN,2012.0,2,2,0
ZAF,DNK,2015.0,1,3,-2
MYS,SWE,2009.0,2,1,1
SWE,HKG,2003.0,1,2,-1
PRI,CHN,1999.0,1,1,0
UGA,RWA,1998.0,1,1,0
HKG,TWN,2001.0,9,9,0
CIV,SEN,2003.0,1,1,0
THA,MYS,2005.0,1,2,-1
BRB,GBR,2006.0,1,2,-1
VUT,NCL,2014.0,1,1,0
MEX,NOR,2006.0,1,1,0
MOZ,CAN,2009.0,1,1,0
KOR,HKG,2000.0,1,6,-5
BGD,DEU,2006.0,1,6,-5
ARE,POL,2019.0,1,3,-2
SVN,MKD,2009.0,1,1,0
IND,PHL,2006.0,2,2,0
ATG,CAN,2017.0,1,1,0
THA,BHR,2018.0,1,1,0
CHL,MEX,2002.0,5,5,0
IDN,AUT,2011.0,2,3,-1
PRI,GBR,2018.0,1,2,-1
ZAF,LKA,2018.0,1,1,0
GRC,KAZ,2023.0,1,1,0
CHE,UGA,2013.0,3,6,-3
DNK,THA,2006.0,3,4,-1
IND,AUT,1999.0,1,1,0
CUB,VEN,2000.0,1,1,0
DZA,TUN,2019.0,3,10,-7
UKR,ESP,2017.0,2,2,0
KOR,AUS,1999.0,7,11,-4
NLD,KHM,2018.0,2,1,1
MWI,ZAF,2004.0,2,3,-1
FJI,IND,2019.0,1,3,-2
PRT,THA,2012.0,1,1,0
FIN,LUX,2011.0,1,1,0
JPN,SVK,1998.0,2,4,-2
PNG,CHE,2013.0,1,1,0
JPN,NZL,2005.0,3,6,-3
DEU,PSE,2006.0,3,3,0
TUR,CHN,2012.0,2,5,-3
KHM,JPN,2008.0,2,3,-1
CHN,URY,2020.0,1,1,0
UKR,MEX,2012.0,2,2,0
SVK,FRA,2015.0,2,4,-2
SAU,MAR,2015.0,2,4,-2
NZL,ITA,2009.0,1,4,-3
HRV,ITA,2022.0,3,12,-9
ARE,IRN,2013.0,1,1,0
SWE,LVA,2011.0,3,1,2
BGD,DEU,2010.0,4,2,2
FRA,PAN,2013.0,1,2,-1
CAN,CUB,2018.0,1,15,-14
CAN,VNM,2017.0,5,4,1
PAK,TUR,2013.0,3,3,0
ROU,AUS,2003.0,2,3,-1
NCL,NZL,2014.0,1,1,0
FIN,CZE,2001.0,3,2,1
TTO,NLD,2003.0,1,1,0
SWE,NGA,2022.0,1,2,-1
VNM,GBR,2006.0,4,6,-2
MOZ,ZAF,2016.0,2,5,-3
KEN,IND,2016.0,1,3,-2
DNK,ROU,2017.0,3,3,0
