migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
NL,MK,2013.0,1,0,1
NG,nan,2008.0,3,0,3
KP,CN,2013.0,3,0,3
ET,BW,2011.0,1,0,1
RS,AE,2015.0,2,0,2
HR,BD,2012.0,1,0,1
LK,MX,2022.0,1,0,1
VN,TW,2004.0,5,0,5
BD,DK,2004.0,1,0,1
CI,,1999.0,5,0,5
PK,JO,2008.0,2,0,2
UY,NI,2012.0,1,0,1
NG,LT,2022.0,2,0,2
BZ,IL,2002.0,1,0,1
HU,EG,1999.0,3,0,3
SN,,2003.0,9,0,9
MX,FI,2013.0,1,0,1
,GF,1995.0,4,0,4
MX,ET,2006.0,3,0,3
US,GY,2008.0,1,0,1
NO,PK,2003.0,1,0,1
,TH,2020.0,115,0,115
UZ,LK,2014.0,3,0,3
PH,UY,2009.0,1,0,1
DZ,QA,2016.0,3,0,3
MG,,2003.0,4,0,4
NA,KR,2007.0,4,0,4
VN,MZ,2005.0,1,0,1
PR,IR,2012.0,1,0,1
,LA,2011.0,23,0,23
IE,LY,2013.0,2,0,2
AT,KG,2009.0,1,0,1
GH,,2005.0,16,0,16
,SO,2004.0,2,0,2
BF,ML,2016.0,4,0,4
GB,KZ,2003.0,1,0,1
TN,TD,2016.0,1,0,1
CH,ET,2005.0,1,0,1
AT,BI,2022.0,1,0,1
UA,AU,2010.0,3,0,3
PK,SN,2007.0,1,0,1
KR,RS,2012.0,1,0,1
KH,FR,2006.0,7,0,7
MX,DO,2010.0,4,0,4
BF,SD,2016.0,1,0,1
GR,KZ,2018.0,4,0,4
BE,PK,2005.0,1,0,1
CY,SE,2015.0,2,0,2
PL,LU,2009.0,2,0,2
SJ,NO,2007.0,1,0,1
GR,nan,1997.0,1,0,1
SY,,1998.0,8,0,8
VE,AO,2003.0,1,0,1
KZ,EG,2013.0,2,0,2
OM,NP,2003.0,2,0,2
PT,MY,2002.0,3,0,3
SD,NG,2008.0,4,0,4
MY,SE,2008.0,1,0,1
,WS,1995.0,2,0,2
BO,NI,2008.0,1,0,1
BF,NG,2009.0,1,0,1
HK,MY,2016.0,1,0,1
,HN,2014.0,50,0,50
GE,SK,2019.0,3,0,3
BG,LV,2014.0,1,0,1
IR,BO,2011.0,1,0,1
PG,FJ,2019.0,1,0,1
TW,AL,2018.0,1,0,1
DK,MA,2017.0,1,0,1
US,BB,1998.0,1,0,1
ID,RW,2020.0,2,0,2
KR,PT,2006.0,2,0,2
DZ,,2000.0,16,0,16
AF,ES,2019.0,1,0,1
RU,BW,2019.0,1,0,1
NA,IN,2021.0,2,0,2
VN,ZA,2010.0,1,0,1
TT,IT,2016.0,1,0,1
CG,MU,2018.0,1,0,1
AM,GH,2021.0,4,0,4
RU,PE,2019.0,1,0,1
BH,BD,2021.0,1,0,1
GA,MG,2003.0,1,0,1
AZ,IR,2012.0,4,0,4
CD,UG,2021.0,5,0,5
ET,CN,2003.0,2,0,2
HN,US,2022.0,6,0,6
SN,ET,2015.0,1,0,1
,TD,2002.0,3,0,3
BO,IE,2013.0,1,0,1
MK,GB,1997.0,2,0,2
CG,LK,2010.0,1,0,1
SK,CY,2016.0,1,0,1
CD,TZ,2017.0,1,0,1
KE,ES,2013.0,1,0,1
IN,BJ,2004.0,2,0,2
KZ,MY,2022.0,2,0,2
MZ,GR,2010.0,1,0,1
PL,SD,2015.0,1,0,1
LV,FI,2003.0,1,0,1
NZ,GH,2014.0,2,0,2
CO,NL,2001.0,3,0,3
BI,CA,1997.0,1,0,1
SK,VN,2012.0,1,0,1
,BS,2005.0,6,0,6
AU,IS,1999.0,1,0,1
SZ,US,2015.0,1,0,1
MG,CH,2014.0,1,0,1
LR,,2022.0,14,0,14
BJ,PG,2018.0,1,0,1
BE,DZ,2003.0,2,0,2
AZ,KR,2001.0,1,0,1
GH,IT,2005.0,1,0,1
AM,ES,2021.0,2,0,2
MY,EE,2020.0,1,0,1
JP,RU,2023.0,4,0,4
BE,CW,2022.0,2,0,2
AZ,ID,2007.0,3,0,3
IN,ZW,2002.0,1,0,1
UA,CH,2004.0,2,0,2
ME,RS,2023.0,1,0,1
BD,CA,1997.0,2,0,2
ZA,PA,2009.0,1,0,1
BD,QA,2016.0,2,0,2
NG,LY,2019.0,1,0,1
NZ,CY,2011.0,1,0,1
ZM,AU,2004.0,2,0,2
PK,ES,2003.0,2,0,2
IT,XK,2007.0,1,0,1
SG,EC,2005.0,1,0,1
HU,VG,2007.0,1,0,1
BF,CF,2019.0,1,0,1
GB,LA,2021.0,4,0,4
NL,IS,2003.0,1,0,1
GB,MC,2004.0,1,0,1
HU,SG,2010.0,1,0,1
KZ,MK,2012.0,1,0,1
CZ,LB,2017.0,1,0,1
AU,MN,2017.0,1,0,1
NZ,MX,1997.0,1,0,1
ES,BY,1999.0,1,0,1
KE,RU,2019.0,2,0,2
CN,PY,2018.0,1,0,1
PT,DK,2004.0,2,0,2
GT,CH,2005.0,1,0,1
HK,NO,2014.0,1,0,1
PS,OM,2015.0,1,0,1
US,DO,2001.0,1,0,1
PK,PE,2022.0,1,0,1
IR,LV,2022.0,2,0,2
CN,YE,2015.0,1,0,1
PA,IT,2017.0,2,0,2
AR,CN,2016.0,5,0,5
SD,PH,2009.0,1,0,1
MZ,,2009.0,6,0,6
NP,MV,2020.0,2,0,2
IQ,DZ,2013.0,1,0,1
CM,CG,2002.0,1,0,1
BA,GB,2021.0,4,0,4
AM,SE,2020.0,2,0,2
CY,KR,2016.0,1,0,1
VE,DO,2019.0,3,0,3
IR,IQ,2012.0,3,0,3
KY,AU,2013.0,1,0,1
HR,QA,2013.0,1,0,1
PS,IE,2020.0,1,0,1
PH,EG,2003.0,1,0,1
FR,ZW,2004.0,2,0,2
GD,AU,2020.0,1,0,1
ID,NZ,2000.0,2,0,2
OM,DZ,2012.0,1,0,1
ZA,BE,1999.0,5,0,5
AU,MA,2013.0,2,0,2
NP,NL,2009.0,2,0,2
MY,TN,2007.0,1,0,1
AO,AR,2006.0,1,0,1
BR,GF,2015.0,2,0,2
SD,IT,2013.0,2,0,2
NI,PH,2017.0,1,0,1
nan,MC,2012.0,1,0,1
UY,IE,2001.0,2,0,2
DE,NG,1997.0,3,0,3
MY,BA,2018.0,3,0,3
VN,LU,2020.0,2,0,2
HK,,2008.0,7,0,7
FI,TZ,2012.0,1,0,1
US,GA,2010.0,1,0,1
VN,SA,2022.0,2,0,2
SG,GF,2020.0,1,0,1
TW,AZ,2016.0,1,0,1
FJ,FR,2010.0,1,0,1
RS,BY,2012.0,1,0,1
IT,HN,2009.0,1,0,1
NG,SL,2018.0,2,0,2
TN,DZ,2002.0,1,0,1
AU,AE,2001.0,6,0,6
CY,PL,2012.0,1,0,1
LI,,2009.0,6,0,6
AU,LA,2010.0,1,0,1
CN,BW,2007.0,3,0,3
CA,ZM,2008.0,1,0,1
AU,FJ,1999.0,4,0,4
EC,AU,2014.0,4,0,4
GR,MA,2014.0,2,0,2
TZ,ES,2014.0,1,0,1
KW,NG,2003.0,1,0,1
BF,ZA,2019.0,3,0,3
nan,BG,2013.0,3,0,3
MU,,2011.0,9,0,9
BI,GB,2015.0,1,0,1
BA,AU,2021.0,1,0,1
RO,LB,2022.0,1,0,1
NG,NE,2015.0,2,0,2
CH,MK,2015.0,3,0,3
DE,GF,1998.0,1,0,1
CH,GE,2011.0,1,0,1
ES,TN,2007.0,2,0,2
GA,GR,2020.0,1,0,1
,HT,1996.0,1,0,1
KG,,2004.0,4,0,4
SK,NZ,2005.0,2,0,2
ZW,AU,2004.0,2,0,2
SI,LK,2007.0,1,0,1
IL,GR,2000.0,1,0,1
BR,UG,2006.0,1,0,1
,RW,1995.0,2,0,2
NO,TR,2005.0,3,0,3
MS,FR,2000.0,1,0,1
GP,,1998.0,1,0,1
IE,KY,2007.0,1,0,1
,FO,2002.0,1,0,1
FR,BH,2021.0,1,0,1
DE,AR,2023.0,2,0,2
TM,,2015.0,1,0,1
MY,nan,2001.0,2,0,2
LK,BR,2011.0,3,0,3
AM,IN,2006.0,1,0,1
GH,NL,2003.0,3,0,3
ID,EE,2020.0,1,0,1
EE,CH,1997.0,2,0,2
BF,CN,2020.0,1,0,1
IS,TH,2013.0,1,0,1
BE,HK,2021.0,1,0,1
IE,KE,2004.0,1,0,1
ML,IT,2018.0,1,0,1
PL,ZA,2003.0,2,0,2
UZ,MY,2011.0,3,0,3
BO,VE,2007.0,2,0,2
FR,ET,2005.0,2,0,2
RW,MW,2022.0,1,0,1
LV,SI,2008.0,1,0,1
PH,TW,1999.0,2,0,2
ZM,GB,1997.0,3,0,3
RO,LK,2018.0,1,0,1
IT,BF,2006.0,1,0,1
ID,HK,2014.0,1,0,1
PK,AT,2000.0,1,0,1
DE,PA,2004.0,1,0,1
LT,TW,2008.0,1,0,1
CN,IS,2005.0,2,0,2
IR,MA,2013.0,3,0,3
NO,TW,1999.0,1,0,1
ID,EC,2015.0,2,0,2
ZM,BE,2005.0,2,0,2
IE,PT,1998.0,4,0,4
,FO,2005.0,2,0,2
PK,PT,2005.0,1,0,1
LV,BG,2020.0,2,0,2
AU,AM,2010.0,1,0,1
CN,MY,1998.0,5,0,5
,GD,2002.0,2,0,2
MG,CN,2009.0,4,0,4
DE,TJ,2020.0,2,0,2
AT,AE,2004.0,1,0,1
FI,ET,2020.0,1,0,1
MN,,2001.0,2,0,2
ES,QA,2006.0,3,0,3
FI,TW,2006.0,1,0,1
IT,DZ,1998.0,3,0,3
TL,AU,2019.0,1,0,1
GR,TN,2018.0,1,0,1
NG,PK,2007.0,1,0,1
BF,BI,2010.0,1,0,1
MX,SY,2006.0,1,0,1
BR,NA,2007.0,1,0,1
FI,VE,2022.0,1,0,1
GP,GF,2015.0,1,0,1
ZW,ZM,2020.0,2,0,2
SV,DE,2018.0,1,0,1
ZM,GR,2020.0,1,0,1
RE,NO,2013.0,1,0,1
FR,ME,2021.0,1,0,1
IS,CN,2007.0,1,0,1
NE,TN,2011.0,1,0,1
NG,GE,2021.0,1,0,1
MW,EG,2000.0,1,0,1
SV,SN,2002.0,1,0,1
ZW,MW,2011.0,1,0,1
CU,FI,2007.0,1,0,1
CH,PF,2015.0,1,0,1
VE,DO,2017.0,1,0,1
NG,RS,2010.0,1,0,1
SN,GM,2005.0,1,0,1
AO,MX,2000.0,1,0,1
SN,ZA,2004.0,1,0,1
FI,CU,2001.0,1,0,1
PA,BR,2022.0,1,0,1
MQ,,2008.0,4,0,4
CM,KH,2019.0,1,0,1
EE,AZ,2021.0,1,0,1
PY,PE,2013.0,2,0,2
PH,ZA,2004.0,1,0,1
GB,SY,2000.0,1,0,1
PA,RU,2017.0,1,0,1
DK,HR,1997.0,1,0,1
AT,CU,2012.0,1,0,1
NO,PT,1998.0,3,0,3
TH,BW,2004.0,1,0,1
SE,LU,2003.0,1,0,1
CG,LK,2017.0,1,0,1
MM,US,1997.0,1,0,1
TZ,CA,2005.0,1,0,1
IT,AL,2003.0,1,0,1
NZ,LA,2007.0,1,0,1
IR,IL,2013.0,1,0,1
HU,AR,2001.0,1,0,1
DK,GE,2015.0,1,0,1
DE,ZW,1999.0,1,0,1
GB,SM,2007.0,1,0,1
CD,,2006.0,2,0,2
DK,EG,2012.0,2,0,2
JP,BH,2018.0,2,0,2
PH,SA,2021.0,2,0,2
GR,LB,2010.0,1,0,1
KE,ZM,2009.0,2,0,2
JP,BJ,2004.0,1,0,1
HR,GR,2018.0,1,0,1
KR,HK,2009.0,1,0,1
PT,TW,2019.0,1,0,1
ZM,ET,2021.0,2,0,2
JP,CY,2010.0,1,0,1
SA,ZM,2014.0,1,0,1
PL,MM,2016.0,1,0,1
TR,KR,1997.0,1,0,1
VN,GH,2011.0,1,0,1
RU,UG,2017.0,1,0,1
MG,GP,2015.0,1,0,1
BG,OM,2013.0,1,0,1
PS,ZA,2011.0,1,0,1
KE,SN,2003.0,1,0,1
OM,LB,2020.0,1,0,1
ES,TH,2006.0,2,0,2
CO,OM,2009.0,1,0,1
BY,TR,2000.0,1,0,1
IL,ID,2013.0,1,0,1
US,SV,1999.0,1,0,1
SE,SI,2002.0,1,0,1
PK,MX,1998.0,1,0,1
TH,ZM,2001.0,1,0,1
LK,TW,2009.0,1,0,1
NL,CD,2013.0,1,0,1
AT,BD,2001.0,1,0,1
CG,LA,2016.0,1,0,1
JM,KY,2020.0,1,0,1
MA,KR,2015.0,1,0,1
CY,FI,2023.0,1,0,1
IE,ID,2016.0,2,0,2
CL,ZM,2012.0,1,0,1
LY,US,2004.0,2,0,2
CN,ME,2020.0,1,0,1
FI,KW,2010.0,1,0,1
ES,GE,1999.0,1,0,1
VG,ES,1997.0,1,0,1
TD,FR,2002.0,1,0,1
ZM,IN,1998.0,2,0,2
CO,AO,2014.0,1,0,1
EG,SK,2020.0,1,0,1
AT,BF,2022.0,1,0,1
IR,EE,2021.0,3,0,3
ZA,KN,2006.0,1,0,1
AR,NL,1997.0,2,0,2
IL,SI,1998.0,1,0,1
AT,ET,2006.0,1,0,1
MY,CY,2022.0,1,0,1
IN,KY,2009.0,2,0,2
DZ,JO,2011.0,1,0,1
NE,,2014.0,5,0,5
NZ,ID,2001.0,1,0,1
GE,CN,2008.0,1,0,1
,GL,2016.0,3,0,3
SZ,,2011.0,2,0,2
MZ,CH,2000.0,1,0,1
KW,NZ,2020.0,1,0,1
MT,US,2008.0,1,0,1
GF,ID,2017.0,1,0,1
ML,SN,1999.0,1,0,1
PF,GP,2008.0,1,0,1
ID,PG,2017.0,1,0,1
CL,KZ,2018.0,2,0,2
NL,ZW,2000.0,3,0,3
IR,BY,2017.0,1,0,1
GR,SD,2008.0,1,0,1
CO,KZ,2022.0,1,0,1
RU,CM,1998.0,1,0,1
UA,DK,1998.0,2,0,2
SE,CU,2007.0,1,0,1
MA,SY,1997.0,1,0,1
HU,BR,2003.0,1,0,1
MY,PG,2020.0,1,0,1
FR,LV,2002.0,2,0,2
PG,IR,2000.0,1,0,1
PG,CH,2015.0,1,0,1
PY,UY,2012.0,3,0,3
JM,IN,2003.0,1,0,1
JP,DO,2012.0,1,0,1
TT,DE,2017.0,1,0,1
ZA,NA,1997.0,1,0,1
BR,JM,2014.0,1,0,1
MY,PA,2009.0,1,0,1
JO,RU,2018.0,1,0,1
US,SS,2007.0,1,0,1
ST,BE,2014.0,1,0,1
CM,TR,2020.0,1,0,1
MX,IE,2003.0,1,0,1
GD,BG,2009.0,2,0,2
HN,CH,2000.0,1,0,1
,BM,2000.0,2,0,2
DO,CU,1998.0,1,0,1
KZ,NL,2005.0,1,0,1
IL,KR,2004.0,1,0,1
AZ,HU,2022.0,1,0,1
DK,SI,2013.0,1,0,1
DK,VE,2020.0,1,0,1
PT,AE,2013.0,1,0,1
CM,IN,2013.0,1,0,1
PY,BE,1997.0,1,0,1
CZ,CD,2020.0,1,0,1
KG,GB,2020.0,1,0,1
OM,BN,2022.0,1,0,1
BD,BN,2018.0,2,0,2
IN,ER,2000.0,1,0,1
KZ,US,2000.0,1,0,1
MQ,GF,2015.0,1,0,1
ME,MK,2015.0,1,0,1
TH,NP,2008.0,2,0,2
SI,AZ,2015.0,1,0,1
CW,HU,2016.0,1,0,1
MK,TR,2015.0,1,1,0
MD,GB,2001.0,1,1,0
BE,LB,2012.0,1,2,-1
SE,VE,2011.0,1,1,0
FR,NE,1998.0,2,4,-2
CA,LU,2008.0,2,1,1
RS,JP,2020.0,1,2,-1
BE,RS,2007.0,1,3,-2
BH,JP,2014.0,1,3,-2
PL,RO,2000.0,2,1,1
AU,RO,2019.0,2,4,-2
DE,MA,2010.0,5,7,-2
NO,SI,2009.0,1,2,-1
PA,EC,2021.0,1,6,-5
SE,LK,2014.0,1,2,-1
NZ,DK,2000.0,2,3,-1
BW,GB,2022.0,1,2,-1
GH,BH,2006.0,1,1,0
IE,RS,2018.0,1,4,-3
AU,MN,2010.0,1,1,0
GB,CU,2008.0,4,6,-2
ID,DE,2000.0,2,2,0
ZA,TR,2008.0,1,2,-1
BG,MX,2011.0,1,1,0
QA,JP,2013.0,2,6,-4
ZA,KE,2023.0,1,1,0
TW,ZA,2012.0,1,3,-2
OM,QA,2018.0,2,2,0
CY,BE,2017.0,1,2,-1
MN,RU,2013.0,1,2,-1
US,ER,2017.0,1,1,0
KE,NO,2016.0,2,2,0
KE,SA,2015.0,2,2,0
nan,IE,2012.0,1,2,-1
AT,MY,2003.0,1,1,0
IN,SR,2020.0,1,1,0
IL,NZ,2022.0,1,1,0
PS,TR,2018.0,1,1,0
AT,IE,2021.0,3,5,-2
PA,CA,2009.0,2,1,1
CA,PE,2007.0,1,4,-3
LB,IR,2006.0,1,1,0
HK,RO,2008.0,1,21,-20
LU,ZA,2019.0,3,1,2
CI,ZA,2016.0,1,2,-1
KR,BH,2017.0,1,2,-1
MX,GR,2009.0,4,8,-4
TZ,MW,2019.0,2,1,1
OM,AE,2006.0,1,2,-1
CH,CY,2013.0,2,1,1
ET,EG,2017.0,1,9,-8
JO,SY,2009.0,2,1,1
IE,GR,2001.0,1,1,0
MZ,UA,2000.0,2,2,0
DE,AM,2015.0,1,12,-11
CZ,EC,2013.0,1,1,0
BR,UA,2015.0,1,7,-6
TZ,PK,2016.0,1,1,0
HR,FR,2000.0,1,1,0
KR,PL,2009.0,1,1,0
GE,CA,2012.0,1,3,-2
FI,SK,2022.0,1,2,-1
JM,TT,1998.0,1,1,0
BE,CG,2011.0,1,1,0
FJ,LK,2015.0,1,1,0
LK,SE,2014.0,2,1,1
GE,ES,2013.0,1,1,0
NE,US,2013.0,1,4,-3
GD,GB,2016.0,2,4,-2
CD,TZ,2019.0,1,1,0
BE,MZ,2009.0,1,4,-3
AU,SC,2021.0,1,1,0
TH,CZ,2018.0,1,3,-2
BD,PE,2016.0,1,1,0
FI,KZ,2017.0,2,1,1
ET,NG,2006.0,1,1,0
TZ,BW,2018.0,1,2,-1
CH,RW,2014.0,1,1,0
CL,BG,2019.0,1,2,-1
AU,LA,2019.0,1,2,-1
BR,IE,2001.0,1,1,0
GE,KR,2007.0,1,2,-1
JP,EE,2020.0,1,1,0
ID,DZ,2016.0,1,1,0
AE,AT,2010.0,1,3,-2
IN,VN,2012.0,2,1,1
LU,MX,2019.0,1,2,-1
AR,MD,2012.0,1,2,-1
JP,PA,2015.0,2,1,1
CY,NL,2020.0,2,5,-3
AT,BA,2009.0,1,1,0
XK,PL,2015.0,1,5,-4
KE,BI,2015.0,1,1,0
IT,DZ,1997.0,2,1,1
OM,JP,2014.0,1,1,0
BD,BH,2017.0,2,1,1
QA,ID,2016.0,1,1,0
KR,UA,2011.0,1,2,-1
EG,BR,2006.0,1,1,0
CL,SG,2022.0,1,1,0
ES,TT,2011.0,1,1,0
KE,MX,2018.0,1,1,0
EC,HN,2015.0,1,1,0
CZ,QA,2015.0,1,1,0
BA,SK,2021.0,1,2,-1
SA,LU,2014.0,1,1,0
FJ,KR,2010.0,1,1,0
CL,DK,2009.0,1,3,-2
LB,DE,2004.0,1,3,-2
TR,SA,2023.0,1,2,-1
HR,MX,2020.0,1,1,0
LY,TR,2022.0,1,2,-1
BG,AU,1998.0,2,3,-1
MU,GB,2021.0,4,1,3
LB,KR,2019.0,1,1,0
SK,nan,2008.0,1,2,-1
IE,LK,2014.0,1,1,0
MY,BE,2006.0,1,1,0
BR,AT,2002.0,2,2,0
TZ,NO,2022.0,1,2,-1
MD,SN,2004.0,1,1,0
RO,EG,2021.0,1,1,0
ZM,CZ,2021.0,1,1,0
TG,TR,2010.0,1,1,0
BY,SI,2008.0,1,1,0
TD,FR,2005.0,1,2,-1
GB,UY,2022.0,1,2,-1
PE,GB,2004.0,1,1,0
,SO,1996.0,1,0,1
SR,,2008.0,1,0,1
BE,KH,2020.0,1,0,1
YE,OM,2015.0,1,0,1
MK,PL,2006.0,1,0,1
JO,FI,2009.0,1,0,1
RS,NP,2015.0,1,0,1
FI,KW,2017.0,2,0,2
LT,SI,2012.0,1,0,1
MN,CO,2021.0,1,0,1
DK,LV,1999.0,1,0,1
HN,NI,2018.0,1,0,1
VE,NG,2020.0,1,0,1
EC,CG,2002.0,1,0,1
PH,CL,2004.0,1,0,1
TH,BR,2009.0,2,0,2
BR,GH,2008.0,1,0,1
HN,HT,2016.0,1,0,1
MT,LY,2019.0,1,0,1
RO,MA,2014.0,1,0,1
MZ,KE,2015.0,2,0,2
NG,MW,2004.0,1,0,1
CN,LS,2016.0,1,0,1
,BS,2002.0,1,0,1
JO,PS,2007.0,1,0,1
NO,BJ,2015.0,1,0,1
NZ,JM,2003.0,1,0,1
EC,BD,2009.0,1,0,1
KR,BH,2019.0,2,0,2
KW,YE,2009.0,1,0,1
PY,NO,2018.0,1,0,1
TN,GM,2022.0,1,0,1
KR,GD,2012.0,1,0,1
BY,nan,2006.0,1,0,1
HR,MK,2014.0,1,0,1
ML,CM,2011.0,1,0,1
BE,AO,2008.0,1,0,1
GE,AT,2016.0,1,0,1
EG,MD,2013.0,1,0,1
NZ,BD,2005.0,2,0,2
UA,TW,2000.0,2,0,2
JM,TT,1997.0,2,0,2
NZ,HU,2011.0,1,0,1
PL,CO,2005.0,1,0,1
KE,GH,2022.0,1,0,1
SG,IR,2000.0,1,0,1
ES,AO,2007.0,2,0,2
MA,NE,2006.0,1,0,1
IE,GM,2014.0,1,0,1
SS,CY,2017.0,1,0,1
,GY,2001.0,1,0,1
PL,CH,2023.0,2,0,2
TG,IT,2018.0,1,0,1
BD,TT,2014.0,1,0,1
AL,FI,2017.0,1,0,1
LK,ZA,2016.0,1,0,1
TZ,JO,2020.0,1,0,1
FO,GL,2018.0,1,0,1
GR,LY,2009.0,1,0,1
US,MZ,2023.0,1,0,1
FR,ZM,2007.0,1,0,1
CZ,TR,1999.0,1,0,1
CN,TZ,2011.0,1,0,1
RU,VE,2009.0,1,0,1
AE,CO,2007.0,1,0,1
DE,BI,2007.0,1,0,1
VE,KW,2004.0,1,0,1
PW,,2020.0,1,0,1
IN,LT,2000.0,1,0,1
TR,AL,2019.0,2,0,2
CA,CY,2004.0,2,0,2
BE,LV,2006.0,1,0,1
ZM,DK,2016.0,1,0,1
TR,MD,2008.0,1,0,1
BH,ES,2016.0,1,0,1
EG,NG,2004.0,1,0,1
SS,NO,2021.0,1,0,1
XK,CH,2018.0,1,0,1
FR,DJ,2012.0,1,0,1
IN,ZW,2005.0,1,0,1
UG,DE,2009.0,1,0,1
MX,RO,1997.0,1,0,1
DK,CY,2013.0,1,0,1
AU,EC,2008.0,1,0,1
BF,GA,2014.0,1,0,1
TW,LK,2002.0,1,0,1
US,SL,2007.0,1,0,1
US,ER,2010.0,1,0,1
BD,NZ,2002.0,1,0,1
BR,BA,2010.0,1,0,1
ZM,ES,2020.0,1,0,1
MK,DE,2002.0,1,0,1
SD,SG,2018.0,1,0,1
IS,MT,2022.0,1,0,1
CI,GB,2004.0,1,0,1
LB,NO,2022.0,1,0,1
CM,NC,2016.0,1,0,1
nan,BJ,2018.0,1,0,1
TW,ID,2007.0,1,0,1
SN,CH,2018.0,3,0,3
LU,MX,2017.0,1,0,1
GB,MM,2012.0,1,0,1
NL,MD,2002.0,1,0,1
BM,,2002.0,1,0,1
CY,IN,2010.0,1,0,1
NO,UA,2001.0,1,0,1
NL,BA,2009.0,1,0,1
US,SR,2020.0,1,0,1
TT,NG,2008.0,1,0,1
SI,BR,2004.0,1,0,1
SK,BA,2016.0,2,0,2
GB,SN,2007.0,1,0,1
AR,HU,2014.0,1,0,1
FI,DZ,2006.0,1,0,1
nan,EG,2000.0,1,0,1
MX,TN,2007.0,1,0,1
UY,CZ,2015.0,1,0,1
,FM,1999.0,1,0,1
PK,ET,2021.0,1,0,1
VE,PH,2005.0,1,0,1
BG,EE,2003.0,1,0,1
PA,IT,2010.0,1,0,1
OM,EG,1997.0,1,0,1
BD,UA,2019.0,1,0,1
BE,SA,2010.0,1,0,1
MR,EG,2021.0,1,0,1
AZ,TJ,2020.0,2,0,2
KH,JO,2020.0,1,0,1
SY,IE,2016.0,1,0,1
AT,PT,2000.0,1,0,1
BY,LT,2023.0,2,0,2
IN,SV,2019.0,1,0,1
NZ,JO,2007.0,1,0,1
IL,GE,2006.0,1,0,1
AT,NO,1997.0,1,0,1
,TD,2005.0,1,0,1
JP,GD,2017.0,1,0,1
ES,UZ,2018.0,1,0,1
BE,EG,2000.0,1,0,1
QA,PY,2020.0,1,0,1
IT,CD,2013.0,1,0,1
XK,AE,2019.0,1,0,1
BY,AU,2019.0,1,0,1
IE,BN,2006.0,1,0,1
UG,CU,2011.0,1,0,1
JO,QA,2023.0,1,0,1
BJ,NE,2002.0,1,0,1
GH,KR,2008.0,1,0,1
NE,UG,2019.0,1,0,1
AM,AU,2013.0,1,0,1
LS,CH,2014.0,1,0,1
BE,IS,2018.0,1,0,1
PL,AZ,2015.0,1,0,1
PA,GB,2005.0,1,0,1
GR,LB,2017.0,1,0,1
TH,EG,2016.0,1,0,1
,ER,1994.0,1,0,1
JO,NZ,2003.0,1,0,1
RE,GB,2016.0,1,0,1
RS,RO,2021.0,1,0,1
,UY,2020.0,4,0,4
ID,KH,2020.0,1,0,1
IN,CU,2005.0,1,0,1
IL,LK,2009.0,1,0,1
NC,AU,2009.0,1,0,1
UG,NP,2016.0,1,0,1
GR,SK,2011.0,1,0,1
GR,RU,2023.0,1,0,1
XK,RO,2013.0,1,0,1
PE,UG,2023.0,1,0,1
TR,NG,2023.0,1,0,1
UZ,PH,2022.0,1,0,1
KR,BS,2020.0,1,0,1
IR,RO,2015.0,1,0,1
TW,MN,2021.0,1,0,1
,TM,2011.0,1,0,1
PT,BR,2020.0,1230,1159,71
ES,AU,2000.0,10,11,-1
SI,BR,2014.0,2,2,0
US,CA,2010.0,3045,3039,6
CL,PE,2017.0,80,66,14
US,CL,2021.0,187,272,-85
US,CA,2019.0,3614,3985,-371
FR,US,2014.0,1629,1345,284
GB,AU,2014.0,1504,1296,208
JO,US,2018.0,57,71,-14
US,AU,2021.0,2053,1996,57
BR,US,2019.0,1604,1463,141
US,CA,2017.0,3415,3752,-337
JP,TW,2002.0,51,29,22
GB,FR,2011.0,568,540,28
JP,ES,2022.0,18,17,1
CN,SG,1999.0,99,52,47
US,ES,2013.0,1008,987,21
US,AR,2008.0,197,196,1
FR,SN,2008.0,21,17,4
US,TW,2019.0,744,710,34
GB,SE,2021.0,212,142,70
AR,EC,2020.0,52,46,6
MX,CU,2021.0,26,37,-11
FR,GB,2018.0,716,652,64
ES,GB,2006.0,192,216,-24
AU,CN,1999.0,73,65,8
US,PK,2013.0,233,164,69
IT,BR,2012.0,214,197,17
US,KR,2006.0,1011,906,105
MY,NL,2014.0,6,11,-5
DE,NL,2017.0,374,463,-89
AU,GB,2022.0,767,855,-88
BE,US,1999.0,164,125,39
DE,FR,2014.0,571,542,29
GB,TH,2009.0,53,23,30
PK,AU,2015.0,38,37,1
US,DK,2017.0,303,297,6
CH,JP,2014.0,96,107,-11
US,CO,2020.0,324,426,-102
GB,DE,2015.0,899,903,-4
MY,ID,2016.0,342,104,238
EC,PE,2020.0,61,55,6
JP,RS,1998.0,1,4,-3
GB,SG,2018.0,181,140,41
JP,GB,2005.0,234,287,-53
FR,DE,1998.0,227,219,8
FR,IN,2021.0,109,111,-2
CL,UY,2020.0,15,23,-8
US,TW,2010.0,760,621,139
JP,CN,2009.0,673,439,234
IL,DE,2010.0,43,37,6
CN,TW,2015.0,929,1363,-434
US,BR,2022.0,565,873,-308
CA,CN,2015.0,553,494,59
nan,GB,2018.0,94,127,-33
MY,SG,2016.0,116,150,-34
BR,US,2010.0,885,966,-81
IR,GB,2018.0,120,101,19
BR,US,2017.0,1275,1388,-113
DE,EG,2002.0,17,15,2
JP,HK,2016.0,5,8,-3
CA,ES,2021.0,72,62,10
