migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
EGY,SVK,2000.0,1,0,1
PHL,CHN,2001.0,1,0,1
SWE,IDN,2005.0,1,0,1
ISR,FIN,2013.0,2,0,2
ZAF,COL,2005.0,1,0,1
CUW,NLD,2009.0,2,0,2
HKG,IRN,2007.0,2,0,2
MDA,JOR,2007.0,1,0,1
PNG,GHA,2008.0,1,0,1
BRA,MWI,2014.0,1,0,1
HUN,ARM,2013.0,1,0,1
NLD,KAZ,2016.0,1,0,1
PRT,KHM,2020.0,1,0,1
USA,HND,2013.0,1,0,1
KOR,BLR,2001.0,2,0,2
CHE,ARG,1997.0,1,0,1
SWE,LAO,2013.0,1,0,1
PNG,USA,2022.0,1,0,1
AFG,DEU,2021.0,1,0,1
BTN,OMN,2020.0,1,0,1
CUB,AUT,2021.0,1,0,1
NLD,TJK,2020.0,1,0,1
ISL,ARE,2016.0,1,0,1
AZE,CAN,2019.0,1,0,1
TJK,UZB,2019.0,1,0,1
LVA,CAN,2016.0,1,0,1
BRN,DEU,2020.0,2,0,2
CAN,SVK,1998.0,1,0,1
COG,JPN,2014.0,1,0,1
SYC,FRA,2016.0,1,0,1
NGA,AUT,2007.0,1,0,1
ESP,HRV,2007.0,1,0,1
JPN,SDN,2006.0,1,0,1
GBR,NCL,2014.0,1,0,1
SGP,PRI,2013.0,1,0,1
LKA,NLD,2001.0,2,0,2
REU,ROU,2002.0,1,0,1
BGR,CHL,2003.0,1,0,1
PAN,POL,2000.0,1,0,1
AZE,ESP,2002.0,1,0,1
ZAF,FJI,2014.0,1,0,1
FIN,SGP,2010.0,1,0,1
COG,KOR,2018.0,1,0,1
CHN,BDI,2022.0,1,0,1
SYC,DEU,2016.0,1,0,1
FIN,KAZ,2016.0,2,0,2
GBR,BFA,2006.0,1,0,1
CHL,ZAF,2005.0,1,0,1
ZAF,PRI,2019.0,1,0,1
QAT,EGY,2005.0,2,0,2
FIN,CHL,1999.0,1,0,1
FRA,TTO,2016.0,1,0,1
HTI,GBR,2020.0,1,0,1
BFA,COD,2020.0,1,0,1
ARE,NLD,2001.0,1,0,1
ARG,AGO,2001.0,1,0,1
NGA,BEL,2021.0,1,0,1
NLD,VEN,2018.0,1,0,1
GBR,MUS,2002.0,1,0,1
CAF,,2005.0,1,0,1
NGA,ZMB,2017.0,1,0,1
SWE,ERI,2002.0,1,0,1
ITA,BIH,2005.0,1,0,1
ROU,BRA,2011.0,1,0,1
JPN,GTM,2007.0,1,0,1
DEU,MDG,2020.0,1,0,1
AUS,PSE,2014.0,1,0,1
DNK,BGR,2009.0,1,0,1
VEN,ECU,2010.0,1,0,1
MAR,SAU,2007.0,1,0,1
IRN,SAU,2013.0,1,0,1
NGA,SWZ,2012.0,1,0,1
SWZ,ZWE,1997.0,1,0,1
IND,UKR,2022.0,1,0,1
SVN,PER,2020.0,1,0,1
IND,CHL,2008.0,1,0,1
BEL,VEN,2014.0,1,0,1
FRA,KEN,2006.0,1,0,1
JOR,FIN,2021.0,1,0,1
PNG,CHE,2015.0,1,0,1
PRT,JOR,2016.0,1,0,1
IND,SEN,2022.0,1,0,1
USA,AUS,2015.0,594,513,81
FIN,SWE,2015.0,60,49,11
IND,AUS,2011.0,68,43,25
GBR,AUS,2016.0,575,530,45
KOR,IND,2008.0,34,116,-82
JPN,USA,2011.0,869,908,-39
DEU,TWN,2012.0,14,20,-6
GBR,ITA,2012.0,230,397,-167
AUS,KOR,2013.0,34,33,1
FRA,ESP,2016.0,185,302,-117
AUT,USA,2012.0,117,105,12
SWE,ESP,2015.0,26,90,-64
BEL,USA,2019.0,178,149,29
CAN,JOR,2005.0,3,4,-1
GBR,CHE,2010.0,199,172,27
FRA,BRA,2015.0,112,93,19
AUS,GBR,2007.0,366,442,-76
ESP,DEU,1999.0,41,30,11
NOR,USA,2011.0,45,68,-23
LBN,EGY,2008.0,3,3,0
BRA,USA,2009.0,366,258,108
UKR,DEU,2020.0,19,7,12
ISR,CAN,2015.0,51,57,-6
KOR,USA,2014.0,731,971,-240
USA,THA,2012.0,205,101,104
RUS,USA,2004.0,251,180,71
CAN,AUS,2011.0,191,130,61
JPN,IND,2015.0,66,70,-4
BEL,USA,2010.0,127,116,11
JOR,DEU,2010.0,8,10,-2
PRT,UKR,2008.0,1,3,-2
USA,PER,2011.0,29,27,2
USA,ZAF,2016.0,89,103,-14
DEU,ROU,2006.0,17,22,-5
USA,PRI,2004.0,45,47,-2
GBR,FRA,2009.0,286,347,-61
SAU,ARE,2016.0,33,13,20
ZAF,USA,2005.0,55,68,-13
GBR,CHN,2016.0,395,305,90
URY,FRA,2018.0,3,4,-1
DEU,KOR,2020.0,49,71,-22
GBR,CHE,2019.0,298,260,38
CHE,ITA,2007.0,63,102,-39
NZL,USA,2009.0,119,108,11
GBR,SEN,2010.0,3,1,2
BRA,ESP,2015.0,69,130,-61
BRA,DEU,2005.0,41,32,9
CHE,SWE,2013.0,53,34,19
FRA,AUS,2002.0,58,37,21
ROU,ESP,2018.0,9,4,5
ITA,GBR,2005.0,189,159,30
CHL,USA,2011.0,92,83,9
ESP,COL,2005.0,21,10,11
CHN,USA,2020.0,2893,2985,-92
BGR,DEU,2007.0,11,16,-5
CUB,ITA,2012.0,3,1,2
IND,KOR,2010.0,150,86,64
POL,SWE,2016.0,18,14,4
SGP,AUS,2011.0,66,48,18
AUS,SGP,2013.0,68,82,-14
FRA,CHN,2005.0,39,28,11
USA,JOR,2022.0,15,18,-3
LUX,FRA,2012.0,18,34,-16
ARG,ESP,2004.0,69,28,41
HKG,USA,2011.0,86,110,-24
CAN,EGY,2008.0,19,20,-1
BFA,FRA,2008.0,8,8,0
CHN,IND,2014.0,30,57,-27
DEU,AUS,2004.0,87,62,25
NLD,SVN,2017.0,5,4,1
CHN,JPN,2015.0,267,508,-241
JPN,THA,2015.0,99,48,51
GBR,CHE,2017.0,276,217,59
IND,KOR,2017.0,240,130,110
AUS,USA,2000.0,137,107,30
HUN,GBR,2013.0,31,25,6
CAN,CHN,2020.0,366,302,64
PAK,IND,2018.0,29,26,3
AUS,CHN,2012.0,125,175,-50
KEN,ZAF,2017.0,9,17,-8
THA,USA,2014.0,93,219,-126
DEU,ITA,2015.0,173,279,-106
RUS,ESP,2020.0,14,6,8
DEU,BGD,2010.0,2,3,-1
TWN,VNM,2015.0,23,2,21
USA,KOR,2000.0,163,152,11
MNG,USA,2015.0,4,4,0
CZE,USA,2015.0,43,57,-14
CHE,GBR,2016.0,247,281,-34
ITA,CHE,2013.0,208,108,100
CHN,AUS,1998.0,11,4,7
ESP,BEL,2008.0,38,21,17
ZAF,IND,2015.0,30,68,-38
CHE,AUS,2018.0,56,65,-9
MYS,BGD,2017.0,56,18,38
USA,RUS,2018.0,145,152,-7
RUS,CHN,2011.0,10,6,4
DEU,IDN,2021.0,14,15,-1
GBR,NLD,2022.0,129,98,31
IRL,NZL,2019.0,12,9,3
FRA,MDG,2020.0,9,6,3
IND,JPN,2015.0,70,66,4
AUS,PRT,2016.0,7,11,-4
POL,DEU,2014.0,164,70,94
UKR,USA,2018.0,29,14,15
CHN,GBR,2021.0,392,506,-114
MYS,NZL,2015.0,25,25,0
PAK,JPN,2018.0,9,8,1
NLD,THA,2015.0,14,5,9
CAN,ISR,2008.0,20,49,-29
ESP,JPN,2015.0,24,10,14
USA,NOR,2020.0,99,55,44
CHL,GBR,2015.0,24,31,-7
FRA,ISR,2020.0,25,25,0
GBR,ARE,2015.0,43,10,33
BGD,GBR,2017.0,21,17,4
IND,MYS,2013.0,73,33,40
MTQ,FRA,2011.0,11,22,-11
NLD,IND,2015.0,25,35,-10
ZAF,GBR,2022.0,51,39,12
IND,SGP,2021.0,53,53,0
NLD,NOR,2016.0,41,16,25
IRN,AUS,2007.0,18,22,-4
BGD,SGP,2016.0,3,1,2
DEU,SAU,2021.0,14,13,1
ISR,AUS,2019.0,19,13,6
USA,KAZ,2017.0,18,12,6
USA,BEL,2006.0,102,113,-11
AUS,ITA,2016.0,38,54,-16
BLR,FRA,2016.0,2,1,1
KEN,CHN,2016.0,3,3,0
SWE,SGP,2017.0,9,11,-2
NPL,CHN,2018.0,12,16,-4
LBN,USA,2016.0,69,56,13
FRA,NLD,2016.0,89,109,-20
FIN,RUS,2015.0,23,20,3
ISR,USA,2022.0,116,141,-25
GRC,BEL,2016.0,22,9,13
THA,IDN,2019.0,17,5,12
USA,NZL,2016.0,87,136,-49
PRT,CHE,2014.0,25,13,12
BEL,SWE,2016.0,27,26,1
ITA,CHL,2018.0,20,10,10
USA,SGP,2003.0,113,107,6
NZL,GBR,2020.0,104,118,-14
SRB,HUN,2016.0,5,3,2
NOR,VEN,2016.0,1,1,0
DNK,CHN,2016.0,50,53,-3
NGA,BRA,2018.0,5,6,-1
USA,IRQ,2020.0,59,5,54
KEN,ZAF,2019.0,16,22,-6
TUR,PAK,2019.0,19,6,13
CAN,PRT,2020.0,9,14,-5
ITA,GBR,2002.0,223,205,18
ITA,GRC,2021.0,22,19,3
JPN,KAZ,2020.0,2,2,0
DNK,IRN,2020.0,8,36,-28
BLR,RUS,2020.0,14,9,5
ZWE,FRA,2020.0,2,1,1
KAZ,USA,2022.0,11,4,7
GBR,LKA,2021.0,9,12,-3
ZAF,NAM,2021.0,11,2,9
FRA,CHN,2002.0,24,38,-14
MEX,FRA,2007.0,29,43,-14
MYS,BGD,2019.0,54,21,33
RUS,GBR,2010.0,37,31,6
SDN,SAU,2020.0,29,14,15
FIN,GBR,2018.0,55,66,-11
GBR,DNK,2015.0,100,97,3
KOR,CHN,2006.0,45,41,4
BGD,JPN,2011.0,37,63,-26
ISR,CHE,2020.0,18,11,7
MEX,CHL,2014.0,17,8,9
IRQ,SWE,2016.0,4,4,0
AUS,CHE,2006.0,37,39,-2
USA,ZMB,2014.0,15,12,3
USA,IRL,2005.0,90,68,22
GRC,ITA,2013.0,37,16,21
SGP,ITA,2014.0,12,13,-1
THA,DEU,2007.0,12,8,4
QAT,TUR,2017.0,2,4,-2
CHL,BRA,2007.0,10,12,-2
HUN,ITA,2010.0,11,9,2
MYS,BGD,2010.0,6,11,-5
CHE,ROU,2009.0,4,4,0
CZE,DEU,2011.0,42,32,10
USA,CHL,2006.0,62,64,-2
GRC,FRA,2012.0,34,22,12
ITA,CAN,2016.0,65,37,28
NPL,JPN,2009.0,4,7,-3
IRN,ZAF,2014.0,6,3,3
SWE,IRN,2010.0,15,22,-7
TUR,CAN,2011.0,18,21,-3
MEX,ARG,2008.0,10,9,1
THA,IDN,2010.0,3,2,1
SGP,JPN,2006.0,11,12,-1
CHN,DEU,1999.0,43,33,10
SGP,DEU,2007.0,9,15,-6
CYP,USA,2016.0,12,9,3
DEU,ISR,2000.0,24,11,13
CAN,CHE,2006.0,52,59,-7
SWE,DEU,2003.0,83,83,0
DEU,FRA,2003.0,232,245,-13
NLD,USA,2001.0,198,183,15
IRN,AUT,2015.0,9,10,-1
NLD,BEL,2003.0,78,97,-19
ESP,PRT,2021.0,85,71,14
POL,NOR,2016.0,10,5,5
RUS,GBR,2017.0,37,37,0
IND,CHN,2022.0,34,68,-34
FRA,ITA,2003.0,159,155,4
USA,ECU,2009.0,12,5,7
DEU,ESP,2002.0,79,98,-19
FRA,MEX,2003.0,41,20,21
IRN,TWN,2021.0,9,1,8
TUR,UKR,2001.0,3,2,1
DEU,ARG,2013.0,21,25,-4
ISR,AUS,2010.0,13,9,4
DEU,HRV,2014.0,13,12,1
BRA,DEU,2002.0,35,41,-6
UGA,PER,2017.0,1,1,0
IND,ITA,2003.0,20,12,8
ISR,DNK,2018.0,6,2,4
CZE,SVK,2020.0,38,68,-30
IRL,JPN,2001.0,2,6,-4
DEU,NOR,2022.0,35,21,14
JPN,GBR,2011.0,90,104,-14
AUS,BRA,2014.0,16,41,-25
RUS,TJK,2018.0,4,3,1
GBR,AUT,2019.0,95,95,0
DEU,IRL,2015.0,47,39,8
PRT,BRA,2012.0,70,60,10
SWE,FIN,2005.0,21,26,-5
SGP,ISR,2020.0,7,2,5
CAN,FIN,2022.0,6,5,1
TUR,ESP,2020.0,10,14,-4
JOR,DEU,2019.0,11,9,2
DEU,IND,2001.0,34,42,-8
USA,MWI,2011.0,8,4,4
RWA,ZAF,2022.0,1,2,-1
USA,ARE,2018.0,110,52,58
SVK,USA,2000.0,12,7,5
THA,MMR,2021.0,3,2,1
NGA,MYS,2022.0,22,30,-8
THA,IDN,2017.0,8,3,5
RUS,FIN,2019.0,22,16,6
DEU,ZAF,2021.0,17,36,-19
UKR,AUT,2019.0,4,3,1
CRI,BRA,2021.0,2,3,-1
KOR,MEX,2006.0,1,1,0
KHM,USA,2009.0,4,1,3
IRN,DNK,2014.0,23,3,20
ISL,SWE,2015.0,13,20,-7
GBR,BEL,2004.0,44,59,-15
ITA,FRA,1998.0,48,56,-8
SWE,IND,2018.0,22,68,-46
PRI,USA,2003.0,44,37,7
DEU,DNK,2002.0,65,47,18
NLD,TUR,2018.0,12,31,-19
ESP,ARG,2014.0,69,59,10
JPN,CAN,2011.0,90,74,16
JPN,NGA,2016.0,2,4,-2
RUS,NLD,2011.0,15,12,3
CZE,IND,2018.0,10,15,-5
BEL,PER,2016.0,3,2,1
PER,BOL,2022.0,1,1,0
RUS,SWE,2014.0,12,15,-3
ETH,KOR,2013.0,2,1,1
FIN,AUS,2008.0,16,4,12
FIN,EST,2020.0,15,12,3
BEL,DZA,2010.0,3,1,2
FRA,COG,2003.0,2,3,-1
GBR,AUT,2010.0,58,62,-4
MAR,SEN,2008.0,1,2,-1
GBR,BRA,2003.0,43,39,4
PRT,ESP,2009.0,49,50,-1
BIH,HRV,2002.0,3,3,0
ZAF,USA,2002.0,72,69,3
SWE,FIN,2002.0,33,38,-5
DNK,SWE,2001.0,36,30,6
BRA,CAN,2003.0,28,31,-3
BIH,HRV,2005.0,5,11,-6
NLD,FRA,1998.0,15,23,-8
BEL,EGY,2006.0,2,4,-2
USA,HRV,2009.0,13,12,1
RUS,CAN,2000.0,22,4,18
FRA,GRC,2001.0,18,11,7
JPN,ROU,2005.0,5,2,3
DJI,FRA,2010.0,4,5,-1
CAN,NZL,1998.0,8,1,7
LKA,GBR,2009.0,4,11,-7
UKR,AUT,2017.0,4,1,3
USA,ROU,2006.0,18,28,-10
AUS,ISR,2006.0,6,5,1
IDN,BEL,2007.0,1,1,0
GBR,ISR,1998.0,14,9,5
CAN,NLD,2001.0,30,26,4
ITA,BRA,1998.0,12,2,10
SEN,GMB,2005.0,1,1,0
CYP,GRC,2006.0,4,9,-5
RUS,POL,2014.0,11,11,0
NCL,NZL,2015.0,2,1,1
SWE,LVA,2006.0,5,2,3
DEU,SVN,2005.0,3,8,-5
ESP,AUT,2007.0,7,9,-2
DNK,NOR,2008.0,19,19,0
ISR,GBR,1998.0,9,14,-5
USA,LBN,1999.0,16,1,15
IRN,USA,1997.0,1,2,-1
POL,CHE,2003.0,12,11,1
USA,IRL,2002.0,71,77,-6
EGY,CAN,2005.0,9,8,1
BEL,ZAF,2001.0,6,5,1
CHE,ARG,2008.0,4,1,3
CAN,BRA,2001.0,20,16,4
GHA,DEU,2013.0,4,8,-4
FIN,ESP,2010.0,13,8,5
CAN,SRB,2016.0,4,2,2
CHN,ZAF,2014.0,11,5,6
DEU,DNK,2005.0,48,42,6
USA,ISL,2006.0,23,9,14
FRA,ZWE,2008.0,1,1,0
KEN,UGA,2020.0,11,13,-2
JPN,NZL,2007.0,9,4,5
FIN,ESP,2017.0,13,17,-4
ITA,BRA,1997.0,8,3,5
KEN,SEN,2021.0,2,1,1
USA,GUM,2022.0,2,2,0
ISR,FRA,2014.0,17,24,-7
SRB,CHE,2008.0,2,2,0
BEL,PRT,2018.0,11,18,-7
POL,CZE,2022.0,9,10,-1
JPN,DEU,1997.0,13,14,-1
ESP,FIN,2011.0,16,13,3
CHE,CAN,2009.0,77,85,-8
ISR,AUT,2006.0,2,2,0
UKR,POL,1998.0,6,4,2
SRB,USA,2013.0,9,12,-3
BRA,GBR,2000.0,11,21,-10
RUS,CHE,1998.0,10,1,9
MEX,AUS,2015.0,23,4,19
KOR,SGP,2007.0,5,14,-9
BGR,ITA,2006.0,8,2,6
NLD,SGP,2016.0,19,15,4
DEU,PAK,2002.0,4,5,-1
EGY,KWT,2012.0,11,7,4
USA,EST,2013.0,6,6,0
NLD,MEX,1998.0,3,1,2
ESP,COL,2002.0,12,6,6
ISR,GBR,1997.0,8,2,6
SAU,USA,2009.0,33,82,-49
GRC,DEU,2000.0,9,20,-11
DEU,BEL,2004.0,42,59,-17
RUS,CHE,1997.0,7,3,4
BOL,USA,2018.0,2,7,-5
DEU,UKR,2012.0,9,24,-15
FRA,URY,2014.0,5,1,4
NOR,ZAF,2013.0,3,1,2
AUT,KOR,2010.0,3,3,0
AUS,PAK,2011.0,7,26,-19
GBR,KOR,2007.0,40,30,10
CHN,AUS,1997.0,3,2,1
NPL,IND,2008.0,17,18,-1
USA,KNA,2020.0,2,5,-3
CAN,BEL,2012.0,20,29,-9
CAN,SGP,2006.0,22,19,3
USA,OMN,2015.0,7,2,5
DEU,CZE,2014.0,46,47,-1
NOR,NLD,2008.0,10,21,-11
IRL,NOR,2015.0,5,1,4
MEX,COL,2009.0,2,7,-5
CAN,AUT,2011.0,22,17,5
ITA,HUN,2020.0,10,8,2
FRA,ECU,2011.0,6,4,2
EGY,KEN,2009.0,3,1,2
SRB,MKD,2008.0,11,5,6
AUS,AUT,2008.0,17,16,1
NOR,ISL,2018.0,5,4,1
UGA,NGA,2011.0,1,3,-2
USA,MLT,2021.0,3,2,1
COG,USA,2006.0,1,2,-1
NZL,NOR,2009.0,3,3,0
PAK,IRN,2006.0,1,1,0
SVK,FRA,1999.0,2,3,-1
CUB,BEL,2016.0,3,1,2
KEN,ZAF,2010.0,13,9,4
SWE,EST,2011.0,9,3,6
HUN,ITA,2019.0,10,8,2
NLD,DNK,2004.0,9,17,-8
NLD,SVK,2011.0,1,8,-7
MEX,ITA,2012.0,10,11,-1
NZL,IND,2007.0,2,4,-2
ROU,DEU,2011.0,16,22,-6
BGD,GBR,2019.0,14,21,-7
ECU,ESP,2012.0,6,3,3
THA,AUS,2013.0,18,35,-17
NZL,DEU,2007.0,22,28,-6
CMR,DEU,2008.0,3,2,1
KEN,NLD,2015.0,5,7,-2
ESP,CZE,2014.0,22,6,16
TUR,DNK,2021.0,5,3,2
TWN,AUS,2020.0,22,14,8
ITA,LUX,2019.0,10,8,2
CHE,FIN,2020.0,14,11,3
FIN,ESP,2019.0,22,28,-6
RWA,USA,2008.0,2,1,1
FRA,NCL,2016.0,21,11,10
JPN,ZAF,2019.0,3,5,-2
NOR,PRT,2014.0,2,13,-11
TUR,FIN,2020.0,9,1,8
NZL,MYS,2012.0,13,9,4
USA,KAZ,2019.0,18,23,-5
OMN,GBR,2018.0,9,15,-6
SVN,SRB,2017.0,3,2,1
NOR,CAN,2021.0,10,20,-10
HUN,PAK,2014.0,1,2,-1
NLD,IDN,2015.0,15,14,1
GRC,BGR,2010.0,2,1,1
PAN,GBR,2020.0,4,2,2
MWI,CAN,2017.0,2,1,1
AUT,ZAF,2015.0,6,3,3
GRC,BGR,2017.0,4,1,3
ZAF,CZE,2021.0,2,1,1
AUS,HKG,2021.0,25,35,-10
VNM,PAK,2019.0,1,4,-3
PRT,PER,2016.0,2,1,1
FRA,TGO,2017.0,5,2,3
HUN,EGY,2020.0,6,2,4
CAN,DNK,2022.0,9,6,3
RUS,FIN,2017.0,17,19,-2
USA,SEN,2015.0,5,4,1
CAN,SVN,2016.0,1,1,0
FRA,UGA,2017.0,1,2,-1
ROU,TUR,2019.0,2,2,0
SWE,SAU,2009.0,2,2,0
NZL,FRA,2021.0,9,11,-2
ITA,ARG,2015.0,14,16,-2
AUT,ITA,2013.0,34,41,-7
FRA,NER,2019.0,4,2,2
FRA,LAO,2006.0,3,1,2
BGR,GBR,2004.0,8,6,2
USA,CMR,2001.0,8,3,5
DEU,BLR,1998.0,3,4,-1
TUR,JPN,2002.0,8,9,-1
SWE,CAN,1999.0,11,12,-1
USA,SWE,1997.0,29,28,1
FIN,DNK,1998.0,4,4,0
POL,RUS,2008.0,8,10,-2
FIN,CHN,2003.0,8,8,0
RUS,FIN,2010.0,24,9,15
DNK,CHE,2016.0,35,30,5
ITA,SVN,2012.0,8,4,4
UGA,ITA,2017.0,4,3,1
URY,ESP,2009.0,7,7,0
SVN,CHE,2018.0,7,6,1
SWE,IRN,2019.0,15,66,-51
PHL,DNK,2020.0,1,1,0
BEL,SVK,2018.0,3,1,2
OMN,AUS,2015.0,4,6,-2
TWN,CHE,2009.0,2,4,-2
CHN,AUT,2021.0,14,16,-2
DEU,BGD,2019.0,6,6,0
IRN,USA,1998.0,3,3,0
URY,NLD,2018.0,2,1,1
COL,FRA,2002.0,6,1,5
GHA,AUS,2011.0,1,2,-1
HUN,SWE,2012.0,12,3,9
CIV,GHA,2020.0,1,1,0
IRN,IRQ,2014.0,4,1,3
GBR,KWT,2013.0,15,4,11
MKD,CZE,2019.0,1,1,0
MYS,JPN,2007.0,9,16,-7
ESP,KEN,2021.0,3,2,1
SGP,AUT,2020.0,3,1,2
TUR,IRQ,2015.0,6,4,2
CAN,SWE,2022.0,11,20,-9
COL,NLD,2018.0,11,5,6
NZL,DNK,2022.0,2,2,0
NPL,USA,2008.0,8,5,3
TUR,MAR,2021.0,3,3,0
MYS,IND,2005.0,7,18,-11
KHM,NLD,2021.0,1,3,-2
GRD,USA,2022.0,7,2,5
JPN,TUN,2016.0,8,1,7
KEN,GBR,2014.0,10,21,-11
USA,PAN,2020.0,16,15,1
FIN,TUR,2022.0,1,5,-4
DNK,POL,2021.0,5,3,2
ETH,GHA,2019.0,1,1,0
ESP,AND,2017.0,4,1,3
USA,CYP,2016.0,9,12,-3
GBR,DZA,2012.0,2,3,-1
DEU,BOL,2004.0,1,2,-1
TUR,SWE,2015.0,10,11,-1
NGA,KWT,2010.0,1,1,0
LAO,FRA,2018.0,3,3,0
ZWE,AUS,2007.0,2,1,1
NLD,POL,2000.0,3,3,0
USA,KAZ,2010.0,3,2,1
USA,SYR,2013.0,1,8,-7
DEU,CUB,1998.0,3,1,2
BEL,SRB,2018.0,2,3,-1
BRA,COL,2009.0,8,10,-2
AUS,OMN,2014.0,6,1,5
JPN,ZAF,2010.0,4,2,2
SWE,SGP,2010.0,8,4,4
PHL,CHN,2004.0,1,1,0
ROU,IND,2019.0,3,3,0
CHN,DNK,2000.0,5,1,4
ESP,AUS,1999.0,5,4,1
NPL,GBR,2016.0,7,3,4
AUT,IRN,2016.0,6,15,-9
GIN,FRA,2002.0,5,1,4
NOR,ESP,2005.0,6,5,1
SWE,BLR,2005.0,1,2,-1
ISR,AUS,2017.0,24,13,11
IRL,ARG,2011.0,3,1,2
SVN,GBR,2009.0,4,14,-10
THA,ITA,2016.0,3,6,-3
BEL,DZA,2019.0,5,2,3
SWE,SGP,2019.0,8,14,-6
AUT,AUS,2007.0,13,9,4
SWE,AUT,2014.0,16,15,1
KOR,NZL,2008.0,3,2,1
BFA,SWE,2012.0,1,1,0
NOR,ESP,2002.0,6,5,1
MAR,DEU,2008.0,1,4,-3
ARE,KOR,2011.0,1,1,0
SWE,UKR,2015.0,4,5,-1
KOR,NLD,2008.0,4,2,2
BLR,POL,2021.0,2,2,0
FJI,NZL,2012.0,3,1,2
GBR,LBN,2013.0,6,6,0
SRB,BGR,2014.0,1,2,-1
AUS,MKD,2014.0,1,1,0
COL,GBR,2022.0,6,9,-3
ESP,TWN,2016.0,5,3,2
BEL,SAU,2014.0,4,1,3
CAN,CHL,2013.0,11,16,-5
PSE,ISR,2003.0,4,4,0
IRL,MYS,2015.0,9,3,6
BEL,NOR,2020.0,13,6,7
EGY,TUR,2019.0,3,3,0
UKR,MEX,2020.0,1,1,0
GRC,ARE,2016.0,7,1,6
MEX,UKR,2012.0,1,1,0
JPN,ZMB,2022.0,2,1,1
PRY,BRA,2020.0,2,4,-2
SVK,DEU,2021.0,6,4,2
CRI,DEU,2016.0,8,7,1
CHE,CRI,2020.0,4,1,3
NZL,SGP,2021.0,6,8,-2
QAT,SDN,2017.0,1,1,0
KOR,SWE,2005.0,3,3,0
DNK,TZA,2014.0,3,1,2
VEN,ESP,2022.0,1,1,0
AUT,SGP,2017.0,4,2,2
DEU,CHL,2011.0,17,22,-5
SYR,SAU,2016.0,2,1,1
ITA,HRV,2011.0,4,2,2
DNK,EST,2017.0,4,1,3
RUS,NOR,2009.0,8,5,3
NGA,BEN,2006.0,1,1,0
IND,IDN,2009.0,2,2,0
AUS,ARG,2013.0,4,4,0
DNK,BRA,2015.0,8,12,-4
IRL,NZL,2017.0,6,6,0
JPN,BEL,2018.0,11,15,-4
SGP,BEL,2009.0,3,6,-3
HKG,KOR,2001.0,2,3,-1
PER,BRA,2006.0,2,4,-2
AUS,ETH,2022.0,4,12,-8
MEX,JPN,2009.0,6,2,4
FRA,CUB,2009.0,3,1,2
SAU,BEL,2013.0,1,2,-1
ESP,IRL,2002.0,7,3,4
GBR,UKR,2013.0,6,7,-1
BRA,ISR,2012.0,2,6,-4
AUT,CZE,2011.0,6,10,-4
USA,GEO,2022.0,4,3,1
EGY,CAN,2002.0,8,2,6
USA,ETH,2012.0,10,13,-3
FRA,AUS,2005.0,36,33,3
MYS,USA,2001.0,7,8,-1
IDN,ITA,2012.0,1,2,-1
SVN,SRB,2010.0,2,4,-2
FRA,SAU,2008.0,3,3,0
ZAF,ROU,2012.0,1,2,-1
ROU,ITA,2011.0,5,7,-2
GRC,BGR,2019.0,1,1,0
THA,ETH,2013.0,1,1,0
THA,ESP,2013.0,1,1,0
JPN,ISR,2017.0,4,10,-6
SWE,IRN,2017.0,8,33,-25
AUT,KOR,2019.0,6,3,3
CAN,ISL,2018.0,3,3,0
SDN,TUR,2019.0,3,1,2
CHN,KGZ,2021.0,2,1,1
NZL,FJI,2003.0,5,2,3
JPN,AFG,2021.0,2,2,0
MDG,GBR,2021.0,2,1,1
DEU,CRI,2005.0,2,1,1
CHE,SWZ,2017.0,1,2,-1
AUS,BGD,2003.0,3,2,1
CAN,JOR,2002.0,3,2,1
CHL,FRA,1999.0,4,9,-5
NLD,JPN,2002.0,16,24,-8
NLD,ZWE,2004.0,2,1,1
ARG,AUT,1999.0,1,1,0
ESP,CUB,1999.0,4,12,-8
DNK,GRL,2009.0,6,4,2
DEU,LUX,2000.0,1,1,0
ESP,HKG,2005.0,1,2,-1
AUT,SGP,2010.0,3,1,2
ZAF,NZL,1999.0,4,1,3
BHR,USA,2007.0,3,2,1
JPN,ZAF,2017.0,3,6,-3
KOR,UKR,2012.0,4,1,3
IND,ZAF,2002.0,5,9,-4
KOR,SWE,2002.0,3,5,-2
NZL,CHL,2004.0,1,3,-2
CHL,CHE,2007.0,2,3,-1
AUT,BRA,2005.0,5,2,3
JPN,HUN,2009.0,7,3,4
BRA,JPN,2006.0,9,12,-3
DEU,PAK,2005.0,1,4,-3
GBR,MAR,2013.0,2,1,1
DEU,BGD,2017.0,12,6,6
IRL,TUR,2017.0,1,2,-1
LKA,HKG,2013.0,1,1,0
FIN,UKR,2020.0,1,1,0
USA,SLE,2018.0,5,3,2
COL,PRI,2015.0,2,5,-3
JPN,PER,2019.0,3,2,1
NLD,GHA,2014.0,1,3,-2
JPN,BTN,2016.0,1,1,0
ALB,SRB,2018.0,3,1,2
IRL,SRB,2022.0,1,4,-3
ROU,POL,2018.0,3,2,1
IDN,SAU,2017.0,1,4,-3
PRT,MEX,2020.0,1,5,-4
IND,VNM,2021.0,1,11,-10
PRI,IND,2007.0,5,1,4
DEU,MWI,2017.0,1,3,-2
IND,AUT,2005.0,5,5,0
DNK,DEU,2000.0,14,24,-10
